Gene,Influence_Score,Num_Connections
MTCH2,0.9999999906867743,40.0
PSMC2,0.9999999906867743,53.0
XP_003403806,0.9999999906867743,17.0
USP13,0.9999999906867743,37.0
CAPZB 2,0.9999999906867743,36.0
ATAD3B,0.9999999906867743,21.0
TCOF1 2,0.9999999906867743,20.0
CAND2,0.9999999906867743,20.0
CRYZ,0.9999999906867743,50.0
SLC25A12,0.9999999906867743,77.0
CUL5,0.9999999906867743,37.0
NCK1 1,0.9999999906867743,20.0
DBN1,0.9999999906867743,12.0
WDR18,0.9999999906867743,37.0
IPO4,0.9999999906867743,22.0
GPD1L,0.9999999906867743,25.0
RCC1,0.9999999906867743,28.0
ATP6V1H,0.9999999906867743,18.0
STXBP3,0.9999999906867743,34.0
NELFB,0.9999999906867743,73.0
GAPDH,0.9999999906867743,29.0
HLA-E,0.9999999906867743,30.0
RAP2B,0.9999999906867743,19.0
NUDCD1,0.9999999906867743,13.0
DNAJC3,0.9999999906867743,23.0
GMPR,0.9999999897554517,32.0
HIST1H1E,0.9999999897554517,43.0
TMED5,0.9999999897554517,42.0
NAT10,0.9999999897554517,31.0
GGT5,0.9999999897554517,39.0
NUCKS1,0.9999999897554517,34.0
BAIAP2 1,0.9999999897554517,43.0
NUP107,0.9999999897554517,17.0
LYN 1,0.9999999897554517,43.0
FNDC3A,0.9999999897554517,19.0
KHDRBS1,0.9999999897554517,59.0
DNAJC7,0.9999999897554517,23.0
SERPINB1,0.9999999897554517,26.0
SDF2L1,0.9999999892897904,67.0
RALY 1,0.9999999888241291,31.0
XP_003119578,0.9999999888241291,25.0
AASDHPPT,0.9999999888241291,17.0
KIF13B,0.9999999888241291,11.0
DCK,0.9999999888241291,12.0
PKN1,0.9999999888241291,10.0
CC2D1A,0.9999999888241291,22.0
XP_003403801,0.9999999888241291,12.0
FOLR2,0.9999999888241291,9.0
CECR5,0.9999999888241291,12.0
SORT1,0.9999999888241291,11.0
RPA2,0.9999999888241291,16.0
TRMT1L,0.9999999888241291,23.0
PSME3,0.9999999888241291,24.0
YY1,0.9999999888241291,28.0
RASAL1 2,0.9999999888241291,16.0
PRPF3,0.9999999888241291,10.0
FDXR,0.9999999888241291,11.0
C2CD5,0.9999999888241291,15.0
CAMK2A,0.9999999888241291,21.0
SRSF9,0.9999999888241291,49.0
DDX5,0.9999999888241291,21.0
NSFL1C,0.9999999888241291,7.0
TALDO1,0.9999999888241291,16.0
RER1,0.9999999888241291,24.0
SRC,0.9999999888241291,13.0
TOMM34,0.9999999888241291,14.0
CD46 1,0.9999999888241291,12.0
SNX3,0.9999999888241291,14.0
ACP1 2,0.9999999888241291,26.0
GOLM1,0.9999999888241291,8.0
CAPN5,0.9999999888241291,24.0
OAT,0.9999999888241291,10.0
CFI,0.9999999888241291,32.0
PRKACA,0.9999999888241291,21.0
FUBP3,0.9999999888241291,22.0
FUBP1,0.9999999888241291,36.0
HBE1,0.9999999888241291,31.0
COLGALT1,0.9999999888241291,16.0
MCU,0.9999999888241291,12.0
LMO7 1,0.9999999888241291,11.0
MYH14 2,0.9999999888241291,40.0
CCT6A,0.9999999888241291,19.0
GNAS 3,0.9999999888241291,7.0
GNA13,0.9999999888241291,16.0
PSMA3,0.9999999888241291,21.0
NP_001001520,0.9999999888241291,28.0
EIF3G,0.9999999888241291,18.0
BCCIP 1,0.9999999888241291,15.0
GSN 2,0.9999999888241291,19.0
HDHD2,0.9999999888241291,22.0
FABP4,0.9999999888241291,7.0
HSDL2,0.9999999888241291,27.0
MAGT1,0.9999999888241291,13.0
PAK2,0.9999999888241291,16.0
PAWR,0.9999999888241291,13.0
RRP1B,0.9999999888241291,12.0
CDH2,0.9999999888241291,15.0
PPP2R2A,0.9999999888241291,9.0
SKP1,0.9999999888241291,19.0
ARFIP1 1,0.9999999888241291,14.0
WDR37,0.9999999888241291,10.0
PTGES3,0.9999999888241291,40.0
NUDT19,0.9999999888241291,13.0
VRK1,0.9999999888241291,46.0
TIMP1,0.9999999888241291,18.0
RANBP2,0.9999999888241291,58.0
IKBKB,0.9999999888241291,8.0
ATP5H,0.9999999888241291,40.0
TRMT10C,0.9999999888241291,32.0
CA1,0.9999999888241291,39.0
VPS16,0.9999999888241291,11.0
RAB2B,0.9999999888241291,21.0
KIFC1,0.9999999888241291,20.0
CFHR3,0.9999999888241291,6.0
PPP2R1A,0.9999999888241291,10.0
LAMA3 2,0.9999999888241291,21.0
AP1B1 2,0.9999999888241291,34.0
TYMP,0.9999999887077138,179.0
C1R,0.9999999883584678,47.0
C6,0.9999999881256372,62.0
VDAC2 2,0.9999999878928065,64.0
ABHD11,0.9999999878928065,76.0
MRPS35,0.9999999878928065,29.0
SMC4,0.9999999878928065,106.0
GTPBP4,0.9999999878928065,31.0
SMC3,0.9999999878928065,58.0
NDUFS5,0.9999999878928065,32.0
KRT1,0.9999999878928065,22.0
PZP,0.9999999878928065,19.0
SMARCA5,0.9999999878928065,42.0
NCF1,0.9999999878928065,62.0
OLFML1,0.9999999878928065,70.0
PARP14,0.9999999874271452,53.0
SFXN3,0.9999999874271452,71.0
C7,0.9999999874271452,37.0
IFIT1,0.9999999874271452,49.0
FBN1,0.9999999871943146,100.0
PLEKHO2,0.9999999871943146,123.0
GAA,0.999999986961484,19.0
TXNRD2,0.999999986961484,25.0
CAV1,0.999999986961484,65.0
LTBP1 1,0.999999986961484,25.0
RRM2B,0.999999986961484,19.0
NDUFA10,0.999999986961484,25.0
ACP2,0.999999986961484,26.0
CCT3,0.999999986961484,22.0
SEC61A1,0.999999986961484,62.0
NP_001070961,0.999999986961484,18.0
KRT15,0.999999986961484,34.0
IGLL5,0.999999986961484,19.0
CTSC,0.999999986961484,21.0
TXLNA,0.999999986961484,27.0
SUGT1 2,0.999999986961484,17.0
PCBP1,0.999999986961484,20.0
H1FX,0.999999986961484,24.0
DYNC1LI2,0.999999986961484,16.0
EIF5AL1,0.999999986961484,20.0
ARPC4,0.999999986961484,30.0
DUSP3,0.999999986961484,30.0
EEA1,0.999999986961484,23.0
PFN1,0.999999986961484,28.0
FGR,0.999999986961484,22.0
ERLIN2,0.999999986961484,25.0
ARID1A,0.999999986961484,29.0
MRPS17,0.999999986961484,43.0
NAA50,0.999999986961484,29.0
GLUD1,0.999999986961484,25.0
DAD1,0.999999986961484,24.0
ASNA1,0.999999986961484,42.0
TCERG1,0.999999986961484,31.0
MANF,0.9999999864958227,37.0
EHD2,0.9999999864958227,93.0
MNDA,0.999999986262992,79.0
PSMD1,0.9999999860301614,32.0
FERMT1,0.9999999860301614,20.0
GC,0.9999999860301614,102.0
ABLIM1,0.9999999860301614,26.0
NUP93,0.9999999860301614,31.0
LMNB2,0.9999999860301614,32.0
LARS2,0.9999999860301614,31.0
TAGLN2,0.9999999860301614,31.0
ECM1,0.9999999859137461,75.0
CKAP4,0.9999999857973307,55.0
FN1 1,0.9999999855645001,126.0
SNRPB2,0.9999999855645001,173.0
TF,0.9999999853316694,76.0
RTFDC1,0.9999999850988388,5.0
EIF3H,0.9999999850988388,19.0
ZCCHC8,0.9999999850988388,5.0
CTSA,0.9999999850988388,13.0
FARP1,0.9999999850988388,24.0
C21orf33,0.9999999850988388,52.0
MAP1B,0.9999999850988388,4.0
CHMP4A,0.9999999850988388,5.0
CARHSP1,0.9999999850988388,8.0
HBD,0.9999999850988388,36.0
FLOT2,0.9999999850988388,10.0
TGM2,0.9999999850988388,6.0
NDUFAF4,0.9999999850988388,15.0
APOBEC3C,0.9999999850988388,6.0
TPD52L2,0.9999999850988388,11.0
PDK1,0.9999999850988388,7.0
THY1,0.9999999850988388,7.0
SPTLC1,0.9999999850988388,5.0
POLR2H,0.9999999850988388,12.0
NAPRT,0.9999999850988388,4.0
GOT1,0.9999999850988388,16.0
TBC1D9B,0.9999999850988388,15.0
PCK2,0.9999999850988388,22.0
NQO1,0.9999999850988388,6.0
NENF,0.9999999850988388,4.0
IGFBP7,0.9999999850988388,11.0
PFDN6,0.9999999850988388,16.0
UBE2I,0.9999999850988388,6.0
HEATR2,0.9999999850988388,4.0
TIAL1 2,0.9999999850988388,16.0
CADM1,0.9999999850988388,12.0
SMARCA1,0.9999999850988388,8.0
CYCS,0.9999999850988388,67.0
COL4A3BP,0.9999999850988388,7.0
KIF11,0.9999999850988388,19.0
XP_003403879,0.9999999850988388,20.0
SRI,0.9999999850988388,10.0
NF1,0.9999999850988388,4.0
MTDH,0.9999999850988388,10.0
EIF4E,0.9999999850988388,19.0
SF3B5,0.9999999850988388,21.0
PGLS,0.9999999850988388,27.0
MTHFD1L 1,0.9999999850988388,18.0
TCEA1,0.9999999850988388,9.0
EFHD1,0.9999999850988388,6.0
CAB39L,0.9999999850988388,5.0
NUFIP2,0.9999999850988388,7.0
AGO1,0.9999999850988388,34.0
NT5C2,0.9999999850988388,7.0
MSRB2,0.9999999850988388,5.0
SLC27A3,0.9999999850988388,4.0
C11orf68,0.9999999850988388,7.0
COG2,0.9999999850988388,15.0
ITCH,0.9999999850988388,3.0
PPIAL4G,0.9999999850988388,8.0
IRF2BP2 1,0.9999999850988388,6.0
OCIAD1 1,0.9999999850988388,23.0
CDC42EP4,0.9999999850988388,6.0
ARL6IP1,0.9999999850988388,11.0
BTF3L4,0.9999999850988388,35.0
GATAD2A,0.9999999850988388,20.0
DENR,0.9999999850988388,5.0
AHNAK 2,0.9999999850988388,14.0
GSTM1,0.9999999850988388,5.0
RRAS2,0.9999999850988388,5.0
CORO1B,0.9999999850988388,20.0
SHMT2,0.9999999850988388,19.0
AAMDC,0.9999999850988388,11.0
DHRS11,0.9999999850988388,5.0
RAP2A,0.9999999850988388,12.0
LDHAL6A,0.9999999850988388,9.0
PPP1CB,0.9999999850988388,14.0
IGF2BP1,0.9999999850988388,24.0
NDRG3,0.9999999850988388,7.0
GLUL,0.9999999850988388,9.0
WBP11,0.9999999850988388,47.0
ENTPD1,0.9999999850988388,28.0
NEK7,0.9999999850988388,14.0
CYFIP2,0.9999999850988388,4.0
RCOR1,0.9999999850988388,16.0
ECHS1,0.9999999850988388,17.0
SERPINB9,0.9999999850988388,15.0
FABP3,0.9999999850988388,10.0
SORBS1 2,0.9999999850988388,7.0
SPINT2,0.9999999850988388,19.0
ENOPH1,0.9999999850988388,5.0
RABL6,0.9999999850988388,11.0
PC,0.9999999850988388,4.0
ADCK3,0.9999999850988388,45.0
LAD1,0.9999999850988388,12.0
PRKACB 1,0.9999999850988388,19.0
SRRM2,0.9999999850988388,3.0
ARMCX3,0.9999999850988388,7.0
OAS1 2,0.9999999850988388,5.0
PRKCD,0.9999999850988388,3.0
PTPN12,0.9999999850988388,9.0
XP_001717770,0.9999999850988388,19.0
GLA,0.9999999850988388,6.0
XP_003403797,0.9999999850988388,11.0
NP_997555,0.9999999850988388,7.0
HLA-DRA,0.9999999850988388,77.0
RCOR3,0.9999999850988388,12.0
OGDHL,0.9999999850988388,29.0
SUMF2 1,0.9999999850988388,16.0
SLC12A2,0.9999999850988388,5.0
BIN1,0.9999999850988388,10.0
9-Sep 1,0.9999999850988388,5.0
BSG,0.9999999850988388,10.0
MLLT4,0.9999999850988388,9.0
ROCK1,0.9999999850988388,4.0
SLC27A1,0.9999999850988388,6.0
FTH1,0.9999999850988388,4.0
SCRN2,0.9999999850988388,4.0
AHNAK2,0.9999999850988388,24.0
KIAA1715,0.9999999850988388,7.0
AP3D1,0.9999999850988388,10.0
PSME1,0.9999999846331775,70.0
DOCK8,0.9999999846331775,38.0
PTRF,0.9999999844003469,77.0
ATP6V1E1,0.9999999841675162,30.0
TOP1MT,0.9999999841675162,43.0
TNFAIP2,0.9999999841675162,23.0
HMGCS1,0.9999999841675162,44.0
HTRA1,0.9999999841675162,27.0
MCM2,0.9999999841675162,64.0
CHAMP1,0.9999999841675162,22.0
ITIH1,0.9999999841675162,30.0
PICALM,0.9999999841675162,25.0
FH,0.9999999837018549,61.0
ARFGAP3,0.9999999837018549,58.0
ATP2B4 1,0.9999999832361937,19.0
BCS1L,0.9999999832361937,25.0
BDH2,0.9999999832361937,23.0
TBL2,0.9999999832361937,13.0
DAG1,0.9999999832361937,25.0
HMBS,0.9999999832361937,20.0
NAP1L4,0.9999999832361937,18.0
TFAM,0.9999999832361937,33.0
NP_277028,0.9999999832361937,19.0
F9,0.9999999832361937,17.0
APOD,0.9999999832361937,16.0
PGK1,0.9999999832361937,41.0
RRAGA,0.9999999832361937,25.0
EIF2S3,0.9999999832361937,37.0
OCIAD1 2,0.9999999832361937,32.0
CAMK2G 1,0.9999999832361937,13.0
BIN2,0.9999999832361937,16.0
EIF2AK2,0.9999999832361937,25.0
ATP2A1,0.9999999832361937,19.0
METAP1,0.9999999832361937,17.0
IDH3A,0.9999999832361937,47.0
HSD17B4 2,0.9999999832361937,13.0
SPTBN1 2,0.9999999832361937,51.0
PTRHD1,0.9999999832361937,17.0
MYO18A,0.9999999832361937,29.0
LIPA,0.9999999832361937,18.0
CFH,0.9999999832361937,106.0
MAOB,0.9999999832361937,37.0
TPM1 2,0.999999983003363,156.0
TPM1 3,0.9999999828869477,114.0
C5,0.9999999828869477,113.0
RBM12,0.9999999828869477,296.0
DDX39A,0.9999999825377017,141.0
TUBA8,0.9999999823048711,47.0
FHL2,0.9999999823048711,24.0
MRPS23,0.9999999823048711,39.0
ALB,0.9999999823048711,78.0
ATP1A3,0.9999999823048711,36.0
BCLAF1 1,0.9999999823048711,70.0
HNRNPAB 1,0.9999999823048711,31.0
PEBP1,0.9999999818392098,64.0
ATP5A1,0.9999999818392098,125.0
DBNL 1,0.9999999813735485,22.0
RNH1,0.9999999813735485,18.0
IGF2R,0.9999999813735485,13.0
NOSIP,0.9999999813735485,11.0
HSD17B12,0.9999999813735485,12.0
CUL2,0.9999999813735485,13.0
XRCC6,0.9999999813735485,12.0
ADK,0.9999999813735485,14.0
DAK,0.9999999813735485,35.0
CLUH,0.9999999813735485,20.0
TBL1X,0.9999999813735485,14.0
RFC2,0.9999999813735485,56.0
LSM14A,0.9999999813735485,14.0
SVIL 1,0.9999999813735485,15.0
STAT5A,0.9999999813735485,13.0
CMAS,0.9999999813735485,19.0
SPTBN1 1,0.9999999813735485,51.0
WDR11,0.9999999813735485,12.0
GIPC1,0.9999999813735485,18.0
NCLN,0.9999999813735485,25.0
SQSTM1,0.9999999813735485,12.0
NSMCE4A,0.9999999813735485,14.0
PITHD1,0.9999999813735485,20.0
COPS2,0.9999999813735485,10.0
EEF2K,0.9999999813735485,16.0
PSMD9,0.9999999813735485,16.0
CD2AP,0.9999999813735485,16.0
NDUFA8,0.9999999813735485,30.0
PDCD10,0.9999999813735485,8.0
GLS,0.9999999813735485,9.0
CDKN2AIP,0.9999999813735485,9.0
VPS25,0.9999999813735485,9.0
GUK1,0.9999999813735485,24.0
DCTN1,0.9999999813735485,27.0
FIP1L1 1,0.9999999813735485,28.0
ACOT1,0.9999999813735485,10.0
ABHD16A,0.9999999813735485,15.0
ST13,0.9999999813735485,15.0
AP2S1,0.9999999813735485,20.0
RBBP9,0.9999999813735485,15.0
YWHAZ,0.9999999813735485,33.0
PHGDH,0.9999999813735485,18.0
KRAS 2,0.9999999813735485,12.0
UQCRH,0.9999999813735485,25.0
RPS8,0.9999999813735485,49.0
RAD23B,0.9999999813735485,32.0
ACAT2,0.9999999813735485,29.0
DNTTIP2,0.9999999813735485,12.0
NEMF,0.9999999813735485,10.0
LYN 2,0.9999999813735485,41.0
HMOX2,0.9999999813735485,15.0
EFHD2,0.9999999813735485,11.0
RAB31,0.9999999813735485,102.0
MAVS,0.9999999813735485,10.0
DPCD,0.9999999813735485,14.0
CGN,0.9999999813735485,29.0
DNAJC13,0.9999999813735485,13.0
CD47,0.9999999813735485,13.0
PLOD2,0.9999999811407179,57.0
RBM34,0.9999999809078872,40.0
LPXN,0.9999999809078872,33.0
NFKB2,0.9999999804422259,19.0
MMP14,0.9999999804422259,37.0
XPO1,0.9999999804422259,76.0
ALG2,0.9999999804422259,38.0
ARMC10 2,0.9999999804422259,54.0
PRPF8,0.9999999802093953,193.0
FGA,0.9999999799765646,48.0
SQRDL,0.9999999799765646,93.0
GNL3,0.9999999799765646,37.0
SNRPA,0.999999979743734,215.0
UBA5,0.9999999795109034,25.0
SLTM,0.9999999795109034,26.0
NFYB,0.9999999795109034,25.0
NUBPL,0.9999999795109034,32.0
UTRN,0.9999999795109034,15.0
DYNC1LI1,0.9999999795109034,20.0
PPME1,0.9999999795109034,18.0
TTR,0.9999999795109034,35.0
GCA,0.9999999795109034,18.0
DCUN1D1,0.9999999795109034,25.0
CLASP1 2,0.9999999795109034,27.0
RFC5,0.9999999795109034,56.0
PIGS,0.9999999795109034,28.0
ATP2B1,0.9999999795109034,22.0
MCCC1,0.9999999795109034,27.0
PRPF4,0.9999999795109034,25.0
SPCS3,0.9999999795109034,24.0
PNPLA6,0.9999999795109034,20.0
KRT8,0.9999999795109034,31.0
ASL,0.9999999795109034,22.0
C4B,0.9999999795109034,23.0
ARPC1A,0.9999999795109034,33.0
PPA1,0.9999999795109034,19.0
MEIS2,0.9999999795109034,79.0
EIF3C,0.9999999795109034,29.0
MYH10,0.9999999792780727,85.0
PARVA,0.9999999790452421,40.0
PURA,0.9999999785795808,48.0
LGALS9B,0.9999999785795808,57.0
MYO1D,0.9999999785795808,24.0
PNN,0.9999999785795808,53.0
PDP1,0.9999999785795808,46.0
LAMTOR1,0.9999999785795808,35.0
MRPL18,0.9999999785795808,33.0
TXN2,0.9999999785795808,53.0
LAMA4,0.9999999785795808,28.0
FBXO21,0.9999999785795808,19.0
ATP5L,0.9999999785795808,37.0
DNPH1,0.9999999785795808,35.0
GBF1,0.9999999785795808,36.0
RRP1,0.9999999785795808,22.0
COL12A1,0.9999999785795808,29.0
FMNL1,0.9999999784631655,160.0
CORO1C,0.9999999781139195,84.0
CTSG,0.9999999781139195,26.0
ANXA2,0.9999999781139195,97.0
C19orf66,0.9999999776482582,8.0
HADHB,0.9999999776482582,34.0
TP53RK,0.9999999776482582,14.0
MFN1,0.9999999776482582,9.0
BCKDHB,0.9999999776482582,22.0
FAM114A2,0.9999999776482582,6.0
ANXA3,0.9999999776482582,10.0
CKMT2,0.9999999776482582,10.0
C19orf10,0.9999999776482582,83.0
9-Sep 2,0.9999999776482582,6.0
FAM49A,0.9999999776482582,13.0
BAG6,0.9999999776482582,10.0
RFC3,0.9999999776482582,55.0
XP_001716463,0.9999999776482582,37.0
LEMD2,0.9999999776482582,8.0
DDX19B,0.9999999776482582,21.0
CSNK1D,0.9999999776482582,6.0
CYB5B,0.9999999776482582,12.0
ISG15,0.9999999776482582,36.0
ERMP1,0.9999999776482582,23.0
ISOC2,0.9999999776482582,30.0
APOL1,0.9999999776482582,17.0
ADH1A,0.9999999776482582,25.0
CPSF3,0.9999999776482582,7.0
DDX52,0.9999999776482582,14.0
TAP1,0.9999999776482582,63.0
DARS,0.9999999776482582,29.0
ACOT2,0.9999999776482582,9.0
IMPA1,0.9999999776482582,11.0
ANP32E,0.9999999776482582,20.0
ALDH16A1,0.9999999776482582,5.0
GPX1,0.9999999776482582,28.0
ANXA11,0.9999999776482582,7.0
DHX36,0.9999999776482582,9.0
MSRA,0.9999999776482582,8.0
DLG1 1,0.9999999776482582,11.0
SOD1,0.9999999776482582,28.0
KIAA1468,0.9999999776482582,9.0
MOV10,0.9999999776482582,28.0
SUPT5H,0.9999999776482582,31.0
LACTB2,0.9999999776482582,8.0
NAPA,0.9999999776482582,24.0
PPAT,0.9999999776482582,11.0
EPPK1,0.9999999776482582,29.0
EPB41L1 1,0.9999999776482582,43.0
UFL1,0.9999999776482582,17.0
TAOK3,0.9999999776482582,14.0
SPG21,0.9999999776482582,10.0
CHMP1B,0.9999999776482582,12.0
PCNP,0.9999999776482582,12.0
COPG2,0.9999999776482582,20.0
DDX47,0.9999999776482582,47.0
THOC6,0.9999999776482582,8.0
BTF3,0.9999999776482582,11.0
ARAP1,0.9999999776482582,7.0
HP1BP3,0.9999999776482582,28.0
YKT6,0.9999999776482582,18.0
POLDIP3,0.9999999776482582,11.0
GSR,0.9999999776482582,34.0
EPB41L2 2,0.9999999776482582,11.0
MIF,0.9999999776482582,17.0
NUDT2,0.9999999776482582,5.0
ACIN1,0.9999999776482582,17.0
NUDT5,0.9999999776482582,20.0
MARCKSL1,0.9999999776482582,8.0
PRCP,0.9999999776482582,13.0
NP_036535,0.9999999776482582,60.0
DPYSL3,0.9999999776482582,49.0
CDH1,0.9999999776482582,44.0
PGAM5 2,0.9999999776482582,20.0
GNPNAT1,0.9999999776482582,18.0
CILP,0.9999999776482582,14.0
PPIC,0.9999999776482582,14.0
ARL6IP5,0.9999999776482582,8.0
PPP5C,0.9999999776482582,22.0
KIAA1217,0.9999999776482582,8.0
NPEPPS,0.9999999776482582,7.0
RRAS,0.9999999776482582,28.0
ITPA,0.9999999776482582,18.0
NPLOC4,0.9999999776482582,22.0
KRT19,0.9999999776482582,41.0
TIPRL,0.9999999776482582,7.0
MMS19,0.9999999776482582,12.0
MAT2B,0.9999999776482582,12.0
RBM14,0.9999999776482582,106.0
SYNCRIP,0.9999999776482582,18.0
RPL7L1,0.9999999776482582,18.0
ADD1,0.9999999776482582,17.0
PPP1R18,0.9999999775318429,108.0
AGT,0.9999999771825969,59.0
PARP9,0.9999999771825969,46.0
DLD,0.9999999771825969,95.0
FBL,0.9999999771825969,83.0
BGN,0.9999999771825969,77.0
LSP1,0.9999999770661816,121.0
SRP14,0.9999999767169356,66.0
CTNNA2,0.9999999767169356,66.0
VCP,0.9999999767169356,26.0
APMAP,0.9999999767169356,44.0
YARS2,0.9999999767169356,36.0
HBB,0.9999999767169356,37.0
TUBA4A,0.9999999767169356,50.0
OLA1,0.9999999767169356,51.0
HNRNPA0,0.9999999767169356,34.0
ACY1,0.9999999767169356,57.0
HNRNPH1,0.9999999767169356,131.0
PGM3,0.9999999767169356,28.0
APOA1,0.9999999760184437,83.0
GAK,0.9999999757856131,17.0
ATP1B3,0.9999999757856131,19.0
PCYT2,0.9999999757856131,15.0
LIG3,0.9999999757856131,34.0
FAM49B,0.9999999757856131,31.0
TCEB1,0.9999999757856131,24.0
LRRC57,0.9999999757856131,35.0
KPNA5,0.9999999757856131,19.0
CANX,0.9999999757856131,16.0
MRC2,0.9999999757856131,22.0
NCK1 2,0.9999999757856131,26.0
CARM1,0.9999999757856131,26.0
NUDC,0.9999999757856131,34.0
TPD52L1,0.9999999757856131,20.0
AP2M1,0.9999999757856131,20.0
SUGT1 1,0.9999999757856131,17.0
FARSB,0.9999999757856131,21.0
ERLEC1,0.9999999757856131,17.0
CDK5,0.9999999757856131,20.0
BROX,0.9999999757856131,21.0
HSP90AA1,0.9999999757856131,57.0
EEF1G,0.9999999757856131,30.0
KRT18,0.9999999757856131,33.0
SET 1,0.9999999757856131,22.0
PRKCSH 1,0.9999999757856131,29.0
TPM4 1,0.9999999753199518,97.0
S100A16,0.9999999753199518,48.0
ATP5B,0.9999999753199518,107.0
EVL,0.9999999750871211,148.0
COL5A2,0.9999999748542905,78.0
C19orf43,0.9999999748542905,47.0
PRUNE,0.9999999748542905,39.0
COL6A2 2,0.9999999746214598,69.0
IFIT5,0.9999999743886292,49.0
HNRNPU 2,0.9999999741557986,283.0
RHOA,0.9999999739229679,19.0
TUBB4A,0.9999999739229679,46.0
GOT2,0.9999999739229679,26.0
HDGF,0.9999999739229679,39.0
EEF1B2,0.9999999739229679,11.0
FBLIM1,0.9999999739229679,53.0
SLC25A20,0.9999999739229679,16.0
PRKAG1,0.9999999739229679,30.0
UCHL1,0.9999999739229679,19.0
ATG7,0.9999999739229679,7.0
IPO7,0.9999999739229679,23.0
SLC30A9,0.9999999739229679,14.0
RCN1,0.9999999739229679,14.0
LSR,0.9999999739229679,23.0
ASRGL1,0.9999999739229679,11.0
ATP2B2,0.9999999739229679,12.0
NUMA1,0.9999999739229679,19.0
MRPL24,0.9999999739229679,52.0
NNT,0.9999999739229679,16.0
ASMTL,0.9999999739229679,14.0
ANKFY1,0.9999999739229679,13.0
LMO7 2,0.9999999739229679,13.0
CPNE2,0.9999999739229679,11.0
G3BP1,0.9999999739229679,14.0
MAT2A,0.9999999739229679,12.0
RPS6KA3,0.9999999739229679,14.0
MRPS7,0.9999999739229679,30.0
PYGM,0.9999999739229679,17.0
HCCS,0.9999999739229679,9.0
CTR9,0.9999999739229679,20.0
TBC1D5,0.9999999739229679,14.0
ANXA7,0.9999999739229679,12.0
ISLR,0.9999999739229679,20.0
DDB1,0.9999999739229679,42.0
PIP4K2C,0.9999999739229679,19.0
PTPRS,0.9999999739229679,14.0
VAMP7,0.9999999739229679,9.0
FLOT1,0.9999999739229679,12.0
SAMD9L,0.9999999739229679,36.0
FAM114A1,0.9999999739229679,16.0
KRT16,0.9999999739229679,23.0
USP10,0.9999999739229679,14.0
ATP6V0A1 2,0.9999999739229679,11.0
PTPN23,0.9999999739229679,15.0
DNAJC9,0.9999999739229679,19.0
TIAL1 1,0.9999999739229679,17.0
CSNK1A1,0.9999999739229679,19.0
CELF1 2,0.9999999739229679,24.0
RUVBL2,0.9999999739229679,25.0
SLIRP,0.9999999739229679,29.0
MSH2,0.9999999739229679,97.0
SARS2,0.9999999739229679,17.0
UACA,0.9999999739229679,11.0
GNAS 1,0.9999999739229679,7.0
GLB1,0.9999999739229679,12.0
PGAM2,0.9999999739229679,24.0
RANBP3 1,0.9999999739229679,8.0
AP3B1,0.9999999739229679,12.0
USO1,0.9999999739229679,16.0
CLEC3B,0.9999999734573066,40.0
GBE1,0.9999999729916453,19.0
APCS,0.9999999729916453,24.0
CSK,0.9999999729916453,26.0
BRD3,0.9999999729916453,61.0
COL6A2 1,0.9999999727588147,72.0
CTHRC1,0.9999999720603228,74.0
WIBG,0.9999999720603228,28.0
TRUB1,0.9999999720603228,14.0
NME1,0.9999999720603228,23.0
DNAJC11,0.9999999720603228,30.0
SYK 2,0.9999999720603228,14.0
EIF2B2,0.9999999720603228,24.0
PARD6B,0.9999999720603228,21.0
NDUFA13,0.9999999720603228,22.0
PPIH,0.9999999720603228,22.0
UBA7,0.9999999720603228,26.0
NSDHL,0.9999999720603228,36.0
CIB1,0.9999999720603228,28.0
KARS,0.9999999720603228,22.0
CD109,0.9999999720603228,12.0
MRPL41,0.9999999720603228,24.0
DTX3L,0.9999999720603228,47.0
KLKB1,0.9999999715946615,96.0
BASP1,0.9999999711290002,23.0
DDX60,0.9999999711290002,29.0
MRPL49,0.9999999711290002,50.0
CBR3,0.9999999711290002,26.0
TUBB2B,0.9999999711290002,47.0
ARPC2,0.9999999708961695,63.0
ZYX,0.9999999706633389,39.0
AMBP,0.9999999706633389,63.0
APOA2,0.9999999704305083,75.0
GPX4,0.9999999701976776,5.0
RALA,0.9999999701976776,5.0
RGPD2,0.9999999701976776,29.0
ALDH1B1,0.9999999701976776,4.0
AKR1C1,0.9999999701976776,12.0
ZC3H11A,0.9999999701976776,13.0
CFL1,0.9999999701976776,8.0
TTC38,0.9999999701976776,4.0
PFN2 1,0.9999999701976776,7.0
ACYP1,0.9999999701976776,6.0
TBC1D10B,0.9999999701976776,3.0
PHF3,0.9999999701976776,7.0
SLPI,0.9999999701976776,4.0
PCYT1A,0.9999999701976776,12.0
RAB4A,0.9999999701976776,3.0
PANK2,0.9999999701976776,6.0
KIF5B,0.9999999701976776,9.0
WARS2,0.9999999701976776,35.0
ACTN4,0.9999999701976776,23.0
UBE4A,0.9999999701976776,8.0
TMEM109,0.9999999701976776,3.0
CYP20A1,0.9999999701976776,3.0
MTPAP,0.9999999701976776,7.0
CDS2,0.9999999701976776,7.0
UBE2M,0.9999999701976776,17.0
PRPF40A,0.9999999701976776,35.0
SEC61B,0.9999999701976776,15.0
ATXN2L,0.9999999701976776,19.0
NES,0.9999999701976776,7.0
